Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Annotation	Annotation
Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Sync Timestamp	Offset Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Pulse	Level
CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	Pulse	Level
mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	secs	secs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	Boolean	Boolean
2346982.4219	2.9257	1.6277	-0.8615	-1.3993	9.4905	2.2881	-0.3943	-0.6660	-0.5358	2348574.2187	0.1614	1.2592	0.2947	0.3458	9.7242	0.7171	-0.2731	-0.6641	-0.4968	2348574.2187	0.0381	-0.3623	-0.3081	1.7689	5.2034	-7.9689	-0.5111	-0.1583	0.5022	2348056.6406	1.6378	0.7360	-0.8387	0.5779	9.4499	2.7767	0.2549	-0.7284	0.0398	2348574.2187	3509014445.1089	3509012096.5347	-0.7214	-0.4513	-0.5253	0.6369	9.6802	1.8032	0.3959	-0.6447	0.2126	2348574.2187	-0.4120	0.3389	-0.6221	-0.8675	5.2407	-8.3026	-0.7080	1.9034	0.5446	2345898.4375	-3.5380	1.4681	0.6264	0.3482	9.3254	-1.8733	0.3117	-0.7969	-0.2465	0.0000	0.0000
2346992.1875	2.9257	1.6277	-0.8615	-1.2392	9.5668	2.3609	-0.4038	-0.6796	-0.5553	2348583.9844	0.3229	0.7265	0.3600	0.4254	9.6462	0.7186	-0.2750	-0.6309	-0.4731	2348583.9844	0.0381	-0.3623	-0.3081	1.6910	5.0458	-8.0434	-0.5030	-0.1396	0.4978	2348066.4062	1.6378	0.7360	-0.8387	0.6546	9.4499	2.6987	0.2549	-0.7284	0.0398	2348583.9844	3509014445.1187	3509012096.5347	-0.7214	-0.4513	-0.5253	0.5587	9.6810	1.8822	0.4020	-0.6830	0.2084	2348583.9844	-0.4120	0.3389	-0.6221	-0.7887	5.2407	-8.3042	-0.7260	1.8992	0.5869	2345908.2031	-3.5380	1.4681	0.6264	0.4270	9.4775	-1.9526	0.2950	-0.7989	-0.2396	0.0000	0.0000
2347001.9531	2.9257	1.6277	-0.8615	-1.0790	9.4141	2.4360	-0.4000	-0.6641	-0.5336	2348593.7500	0.3229	0.7265	0.3600	0.1866	9.7235	0.6385	-0.2750	-0.6309	-0.4731	2348593.7500	0.1615	-0.2279	-0.1863	1.6131	5.2034	-7.9673	-0.5352	-0.1479	0.5154	2348076.1719	1.6378	0.7360	-0.8387	0.6546	9.4499	2.6987	0.2451	-0.7016	0.0117	2348593.7500	3509014445.1284	3509012096.5347	-0.7062	0.2669	-0.5334	0.6369	9.6017	1.7250	0.3898	-0.6489	0.1811	2348593.7500	-0.0980	0.3967	-0.4368	-0.8675	5.2407	-8.3026	-0.6940	1.8887	0.5423	2345917.9687	-3.5380	1.4681	0.6264	0.4270	9.5539	-1.9534	0.2913	-0.8238	-0.2488	0.0000	0.0000
2347011.7187	2.9061	0.0477	-1.0549	-1.2376	9.4141	2.5128	-0.4095	-0.6796	-0.5597	2348603.5156	0.3229	0.7265	0.3600	0.1866	9.8038	0.8727	-0.2865	-0.6465	-0.4753	2348603.5156	0.1615	-0.2279	-0.1863	1.8467	5.1265	-7.8152	-0.5352	-0.1479	0.5154	2348085.9375	1.6685	0.0553	-0.8320	0.6546	9.3735	2.6995	0.2333	-0.7037	0.0304	2348603.5156	3509014445.1382	3509012096.5347	-0.7062	0.2669	-0.5334	0.7152	9.6041	1.9620	0.3898	-0.6489	0.1811	2348603.5156	-0.0980	0.3967	-0.4368	-0.8683	5.3161	-8.3837	-0.7200	1.9349	0.5469	2345927.7344	-2.7022	1.4530	0.5475	0.2655	9.4752	-2.1859	0.2968	-0.7874	-0.2419	0.0000	0.0000
2347021.4844	2.9061	0.0477	-1.0549	-1.1572	9.3377	2.5880	-0.4210	-0.6544	-0.5423	2348613.2812	-0.3715	0.3720	0.5434	0.2662	9.7242	0.7171	-0.2654	-0.6543	-0.4989	2348613.2812	0.1615	-0.2279	-0.1863	1.7689	5.1234	-8.1217	-0.5171	-0.1229	0.5132	2348095.7031	1.6685	0.0553	-0.8320	0.5772	9.4499	2.6995	0.2412	-0.7531	0.0422	2348613.2812	3509014445.1480	3509012096.5347	-0.7062	0.2669	-0.5334	0.7152	9.5255	1.8838	0.3980	-0.6638	0.2126	2348613.2812	-0.0980	0.3967	-0.4368	-0.7895	5.2391	-8.3838	-0.7200	1.9349	0.5469	2345937.5000	-2.7022	1.4530	0.5475	0.5074	9.4783	-1.8749	0.3080	-0.8142	-0.2488	0.0000	0.0000
2347031.2500	2.9061	0.0477	-1.0549	-1.1587	9.4905	2.4361	-0.4152	-0.6641	-0.5683	2348623.0469	-0.3715	0.3720	0.5434	0.2662	9.7242	0.7171	-0.2654	-0.6543	-0.4989	2348623.0469	-0.0875	0.9117	-0.2941	1.6910	5.1250	-7.9673	-0.5010	-0.1083	0.4912	2348105.4687	1.6685	0.0553	-0.8320	0.5006	9.6026	2.7759	0.2412	-0.7531	0.0422	2348623.0469	3509014445.1577	3509012096.5347	-0.7455	-1.0013	0.1125	0.6369	9.6017	1.7250	0.4102	-0.6723	0.2232	2348623.0469	0.1053	0.3267	-0.3971	-0.9471	5.2391	-8.3806	-0.7260	1.8739	0.5822	2345947.2656	-2.7022	1.4530	0.5475	0.5058	9.4767	-2.0304	0.2931	-0.8065	-0.2350	0.0000	0.0000
2347041.0156	3.3074	-1.0457	-1.2370	-1.2399	9.4141	2.2872	-0.4133	-0.6447	-0.5358	2348632.8125	-0.3715	0.3720	0.5434	0.2662	9.7258	0.8743	-0.2750	-0.6445	-0.4774	2348632.8125	-0.0875	0.9117	-0.2941	1.8467	5.2026	-8.0465	-0.5312	-0.1604	0.5000	2348115.2344	2.0205	0.1912	-0.4550	0.7327	9.5263	2.7744	0.2471	-0.7078	0.0094	2348632.8125	3509014445.1675	3509012096.5347	-0.7455	-1.0013	0.1125	0.5587	9.6802	1.8032	0.4102	-0.6681	0.1811	2348632.8125	0.1053	0.3267	-0.3971	-0.9471	5.1621	-8.3791	-0.7200	1.9181	0.5469	2345957.0312	-2.0286	0.8930	0.9752	0.4262	9.5532	-2.0311	0.2987	-0.8008	-0.2419	0.0000	0.0000
2347050.7812	3.3074	-1.0457	-1.2370	-1.2391	9.3377	2.3632	-0.4190	-0.6718	-0.5640	2348642.5781	-0.2557	-0.2068	0.6550	0.3458	9.6478	0.8758	-0.2827	-0.6445	-0.4774	2348642.5781	-0.0875	0.9117	-0.2941	1.7689	5.1242	-8.0449	-0.5312	-0.1604	0.5000	2348125.0000	2.0205	0.1912	-0.4550	0.5787	9.4499	2.8539	0.2412	-0.7037	0.0281	2348642.5781	3509014445.1773	3509012096.5347	-0.7455	-1.0013	0.1125	0.8716	9.6810	1.8822	0.4102	-0.6681	0.1811	2348642.5781	0.1053	0.3267	-0.3971	-0.9463	5.1637	-8.2995	-0.7240	1.9055	0.5516	2345966.7969	-2.0286	0.8930	0.9752	0.4254	9.3995	-2.1074	0.2968	-0.7759	-0.2350	0.0000	0.0000
2347060.5469	3.3074	-1.0457	-1.2370	-1.3181	9.4905	2.4377	-0.4152	-0.6738	-0.5315	2348652.3437	-0.2557	-0.2068	0.6550	0.1070	9.7250	0.7957	-0.2712	-0.6367	-0.5011	2348652.3437	0.1266	0.2916	-0.0744	1.7689	5.2026	-8.0457	-0.5272	-0.1229	0.5176	2348134.7656	2.0205	0.1912	-0.4550	0.5772	9.4499	2.6995	0.2373	-0.7449	0.0492	2348652.3437	3509014445.1870	3509012096.5347	-0.8473	-0.3278	0.5941	0.6369	9.6033	1.8830	0.3878	-0.6766	0.1937	2348652.3437	-0.2359	0.3185	-0.1764	-0.8699	5.2359	-8.5413	-0.7240	1.9055	0.5516	2345976.5625	-2.0286	0.8930	0.9752	0.5058	9.4767	-2.0304	0.3061	-0.7931	-0.2419	0.0000	0.0000
2347070.3125	3.3074	-1.0457	-1.2370	-1.3166	9.4141	2.5888	-0.4076	-0.6796	-0.5597	2348662.1094	-0.2557	-0.2068	0.6550	0.2662	9.7266	0.9529	-0.2712	-0.6367	-0.5011	2348662.1094	0.1266	0.2916	-0.0744	1.6910	5.1234	-8.1210	-0.5091	-0.1750	0.4868	2348144.5312	2.4032	-0.8867	0.2742	0.5764	9.4499	2.6223	0.2373	-0.7449	0.0492	2348662.1094	3509014445.1968	3509012096.5347	-0.8473	-0.3278	0.5941	0.7152	9.6802	1.8032	0.4143	-0.6830	0.2126	2348662.1094	-0.2359	0.3185	-0.1764	-0.7895	5.1621	-8.3822	-0.7360	1.9139	0.5657	2345986.3281	-2.0286	0.8930	0.9752	0.4262	9.4767	-2.0304	0.2913	-0.7989	-0.2373	0.0000	0.0000
2347080.0781	3.3015	1.9308	-1.4769	-1.3188	9.4141	2.3632	-0.4000	-0.6680	-0.5466	2348671.8750	-0.2557	-0.2068	0.6550	0.2662	9.6454	0.6400	-0.2827	-0.6289	-0.4774	2348671.8750	0.1266	0.2916	-0.0744	1.6910	5.0466	-7.9665	-0.5091	-0.1750	0.4868	2348154.2969	2.4032	-0.8867	0.2742	0.5772	9.5263	2.6987	0.2431	-0.7305	0.0117	2348671.8750	3509014445.2066	3509012096.5347	-0.8473	-0.3278	0.5941	0.7152	9.6810	1.8822	0.4143	-0.6830	0.2126	2348671.8750	-0.2359	0.3185	-0.1764	-0.8699	5.1589	-8.5398	-0.7020	1.9286	0.5469	2345996.0937	-0.8594	0.4995	0.7618	0.4270	9.4775	-1.9526	0.2987	-0.7778	-0.2442	0.0000	0.0000
2347089.8437	3.3015	1.9308	-1.4769	-1.1579	9.4141	2.5120	-0.4038	-0.6796	-0.5640	2348681.6406	-0.0567	0.0667	0.6215	0.4254	9.7250	0.7957	-0.2731	-0.6562	-0.4774	2348681.6406	0.1266	0.2916	-0.0744	1.7689	5.1242	-8.0449	-0.5493	-0.1500	0.5154	2348164.0625	2.4032	-0.8867	0.2742	0.5764	9.4499	2.6223	0.2255	-0.7490	0.0211	2348681.6406	3509014445.2163	3509012096.5347	-0.5719	-0.8043	0.7118	0.6369	9.6810	1.8822	0.3918	-0.6511	0.1789	2348681.6406	-0.0662	0.3937	-0.3776	-0.8683	5.3161	-8.3837	-0.7020	1.9286	0.5469	2346005.8594	-0.8594	0.4995	0.7618	0.4270	9.4010	-1.9518	0.3080	-0.7893	-0.2373	0.0000	0.0000
2347099.6094	3.3015	1.9308	-1.4769	-1.2391	9.3377	2.3632	-0.4019	-0.6699	-0.5575	2348691.4062	-0.0567	0.0667	0.6215	0.3458	9.8811	0.7926	-0.2750	-0.6445	-0.4882	2348691.4062	-0.2276	-0.0579	-0.0591	1.8467	5.0458	-8.0449	-0.5412	-0.1333	0.5000	2348173.8281	2.2807	-1.3649	1.0551	0.6546	9.4499	2.6987	0.2255	-0.7490	0.0211	2348691.4062	3509014445.2261	3509012096.5347	-0.5719	-0.8043	0.7118	0.6369	9.6818	1.9612	0.4041	-0.6362	0.1874	2348691.4062	-0.0662	0.3937	-0.3776	-0.8683	5.3161	-8.3837	-0.7300	1.9286	0.5540	2346015.6250	-0.8594	0.4995	0.7618	0.3458	9.5524	-2.1089	0.2950	-0.8103	-0.2535	0.0000	0.0000
2347109.3750	3.1539	0.9043	-1.4145	-1.1587	9.4141	2.4368	-0.4190	-0.6718	-0.5488	2348701.1719	-0.0567	0.0667	0.6215	0.4254	9.8803	0.7139	-0.2750	-0.6445	-0.4882	2348701.1719	-0.2276	-0.0579	-0.0591	1.7689	5.0473	-7.8905	-0.5211	-0.1458	0.5088	2348183.5937	2.2807	-1.3649	1.0551	0.5779	9.5263	2.7759	0.2412	-0.7284	0.0468	2348701.1719	3509014445.2359	3509012096.5347	-0.5719	-0.8043	0.7118	0.4804	9.6033	1.8830	0.4020	-0.6617	0.2084	2348701.1719	-0.0662	0.3937	-0.3776	-0.7115	5.1605	-8.4634	-0.7160	1.9160	0.5775	2346025.3906	-0.0426	0.5751	0.3048	0.3458	9.4759	-2.1081	0.3006	-0.8142	-0.2419	0.0000	0.0000
2347119.1406	3.1539	0.9043	-1.4145	-1.1579	9.3377	2.5128	-0.4095	-0.6718	-0.5466	2348710.9375	-0.6055	-0.5762	1.0695	0.1866	9.8023	0.7155	-0.2942	-0.6621	-0.4817	2348710.9375	-0.2276	-0.0579	-0.0591	1.7689	5.1242	-8.0449	-0.5211	-0.1458	0.5088	2348193.3594	2.2807	-1.3649	1.0551	0.5795	9.4499	2.9311	0.2314	-0.7305	0.0187	2348710.9375	3509014445.2456	3509012096.5347	-0.5417	-0.4837	0.6844	0.5587	9.6802	1.8032	0.4020	-0.6617	0.2084	2348710.9375	-0.0662	0.3937	-0.3776	-0.8675	5.3177	-8.3042	-0.7000	1.8950	0.5376	2346035.1562	-0.0426	0.5751	0.3048	0.3458	9.5524	-2.1089	0.3061	-0.7739	-0.2419	0.0000	0.0000
2347128.9062	3.1539	0.9043	-1.4145	-1.1579	9.3377	2.5128	-0.4248	-0.6757	-0.5575	2348720.7031	-0.6055	-0.5762	1.0695	0.2662	9.8023	0.7155	-0.2673	-0.6367	-0.4796	2348720.7031	0.4568	0.9441	0.1113	1.6910	5.0458	-8.0434	-0.5392	-0.1667	0.5044	2348203.1250	2.2807	-1.3649	1.0551	0.5772	9.4499	2.6995	0.2392	-0.7140	0.0234	2348720.7031	3509014445.2554	3509012096.5347	-0.5417	-0.4837	0.6844	0.5587	9.6802	1.8032	0.4122	-0.6319	0.1832	2348720.7031	0.0897	0.3880	-0.3973	-0.8683	5.3161	-8.3837	-0.7000	1.8950	0.5376	2346044.9219	-0.0426	0.5751	0.3048	0.4254	9.3995	-2.1074	0.3135	-0.7625	-0.2281	0.0000	0.0000
2347138.6719	3.2831	-1.5364	-0.6647	-1.1564	9.4141	2.6624	-0.4057	-0.6583	-0.5597	2348730.4687	-0.6055	-0.5762	1.0695	0.1070	9.7266	0.9529	-0.2712	-0.6504	-0.4968	2348730.4687	0.4568	0.9441	0.1113	1.6910	5.1258	-7.8905	-0.5372	-0.1458	0.5154	2348212.8906	2.2501	-1.2252	0.6768	0.6561	9.5263	2.8523	0.2392	-0.7140	0.0234	2348730.4687	3509014445.2652	3509012096.5347	-0.5417	-0.4837	0.6844	0.4804	9.7572	1.7234	0.3878	-0.6596	0.1937	2348730.4687	0.0897	0.3880	-0.3973	-1.0267	5.3146	-8.4601	-0.7220	1.9265	0.5610	2346054.6875	-0.6052	-0.1514	0.3273	0.5050	9.6288	-2.1097	0.3006	-0.7701	-0.2442	0.0000	0.0000
2347148.4375	3.2831	-1.5364	-0.6647	-1.3978	9.4141	2.4392	-0.4152	-0.6932	-0.5597	2348740.2344	-0.4776	0.2786	0.7269	0.1070	9.8023	0.7155	-0.2712	-0.6504	-0.4968	2348740.2344	0.4568	0.9441	0.1113	1.8467	5.1250	-7.9689	-0.5372	-0.1458	0.5154	2348222.6562	2.2501	-1.2252	0.6768	0.7319	9.4499	2.6979	0.2451	-0.7654	0.0304	2348740.2344	3509014445.2749	3509012096.5347	-0.5417	-0.4837	0.6844	0.4804	9.6810	1.8822	0.3878	-0.6596	0.1937	2348740.2344	0.0897	0.3880	-0.3973	-0.8675	5.1637	-8.3011	-0.7280	1.9055	0.5822	2346064.4531	-0.6052	-0.1514	0.3273	0.3458	9.4759	-2.1081	0.3006	-0.7969	-0.2396	0.0000	0.0000
2347158.2031	3.2831	-1.5364	-0.6647	-1.3181	9.4905	2.4377	-0.4057	-0.6835	-0.5445	2348750.0000	-0.4776	0.2786	0.7269	0.0274	9.7242	0.7171	-0.2846	-0.6562	-0.4710	2348750.0000	0.2059	0.4785	-0.2557	1.7689	5.0458	-8.0441	-0.5231	-0.1500	0.5044	2348232.4219	2.2501	-1.2252	0.6768	0.6553	9.4499	2.7759	0.2333	-0.7058	0.0164	2348750.0000	3509014445.2847	3509012096.5347	-0.1501	0.8727	0.2232	0.4804	9.6802	1.8032	0.4122	-0.6468	0.2147	2348750.0000	-0.0051	0.2130	-0.5129	-1.0259	5.3161	-8.3806	-0.6960	1.9286	0.5399	2346074.2187	-0.6052	-0.1514	0.3273	0.3450	9.5516	-2.1866	0.2727	-0.8065	-0.2396	0.0000	0.0000
2347167.9687	3.2434	-1.9962	-0.1081	-1.2376	9.3377	2.5136	-0.4171	-0.6932	-0.5510	2348759.7656	-0.4776	0.2786	0.7269	0.1866	9.8023	0.7155	-0.2750	-0.6641	-0.4753	2348759.7656	0.2059	0.4785	-0.2557	1.6910	5.0466	-7.9665	-0.5151	-0.1437	0.5000	2348242.1875	1.9287	-1.1314	0.0561	0.5772	9.4499	2.6995	0.2255	-0.7346	0.0141	2348759.7656	3509014445.2945	3509012096.5347	-0.1501	0.8727	0.2232	0.4804	9.6041	1.9620	0.4020	-0.6766	0.1937	2348759.7656	-0.0051	0.2130	-0.5129	-0.9471	5.2391	-8.3806	-0.6960	1.9286	0.5399	2346083.9844	-1.2900	-1.1806	0.2941	0.3458	9.5524	-2.1089	0.3080	-0.7605	-0.2327	0.0000	0.0000
2347177.7344	3.2434	-1.9962	-0.1081	-1.2391	9.4905	2.3617	-0.4114	-0.6854	-0.5553	2348769.5312	0.0007	1.4260	-0.0613	0.1070	9.8031	0.7941	-0.2827	-0.6348	-0.4946	2348769.5312	0.2059	0.4785	-0.2557	1.8467	5.0465	-7.9681	-0.5412	-0.1396	0.5132	2348251.9531	1.9287	-1.1314	0.0561	0.5764	9.4499	2.6223	0.2255	-0.7346	0.0141	2348769.5312	3509014445.3042	3509012096.5347	-0.1501	0.8727	0.2232	0.5587	9.6818	1.9612	0.4020	-0.6191	0.1916	2348769.5312	-0.0051	0.2130	-0.5129	-0.7895	5.2391	-8.3838	-0.7280	1.9244	0.5610	2346093.7500	-1.2900	-1.1806	0.2941	0.4254	9.4759	-2.1081	0.3061	-0.7893	-0.2488	0.0000	0.0000
2347187.5000	3.2434	-1.9962	-0.1081	-1.2391	9.4141	2.3624	-0.4133	-0.6757	-0.5618	2348779.2969	0.0007	1.4260	-0.0613	0.1866	9.7258	0.8743	-0.2827	-0.6348	-0.4946	2348779.2969	0.2059	0.4785	-0.2557	1.7689	5.1257	-7.8913	-0.5412	-0.1396	0.5132	2348261.7187	1.9287	-1.1314	0.0561	0.7319	9.4499	2.6979	0.2412	-0.7366	0.0422	2348779.2969	3509014445.3140	3509012096.5347	-0.3809	1.7461	0.0021	0.6369	9.7588	1.8814	0.4020	-0.6191	0.1916	2348779.2969	-0.2542	0.0994	-0.4442	-0.9471	5.3161	-8.3822	-0.7100	1.9181	0.5751	2346103.5156	-1.2900	-1.1806	0.2941	0.3458	9.4759	-2.1081	0.3135	-0.8046	-0.2396	0.0000	0.0000
2347197.2656	3.2434	-1.9962	-0.1081	-1.3188	9.3377	2.3640	-0.4038	-0.6680	-0.5575	2348789.0625	0.0007	1.4260	-0.0613	0.2662	9.7258	0.8743	-0.3019	-0.6680	-0.4774	2348789.0625	0.1069	0.0606	-0.0157	1.7689	5.1257	-7.8913	-0.4990	-0.1167	0.5044	2348271.4844	2.0970	-0.6269	-0.2847	0.5013	9.5263	2.8539	0.2294	-0.7490	0.0187	2348789.0625	3509014445.3238	3509012096.5347	-0.3809	1.7461	0.0021	0.7152	9.6033	1.8830	0.4184	-0.6617	0.2189	2348789.0625	-0.2542	0.0994	-0.4442	-0.9471	5.2391	-8.3806	-0.7080	1.9181	0.5469	2346113.2812	-1.2900	-1.1806	0.2941	0.4247	9.4752	-2.1859	0.2931	-0.7950	-0.2373	0.0000	0.0000
2347207.0312	3.1019	-1.8874	-0.3058	-1.2384	9.3377	2.4384	-0.4114	-0.6680	-0.5510	2348798.8281	0.0007	1.4260	-0.0613	0.2662	9.7274	1.0315	-0.2788	-0.6309	-0.4817	2348798.8281	0.1069	0.0606	-0.0157	1.6910	5.1265	-7.8137	-0.5211	-0.1146	0.4956	2348281.2500	2.0970	-0.6269	-0.2847	0.5764	9.4499	2.6223	0.2294	-0.7490	0.0187	2348798.8281	3509014445.3335	3509012096.5347	-0.3809	1.7461	0.0021	0.6369	9.6802	1.8032	0.3959	-0.6511	0.2042	2348798.8281	-0.2542	0.0994	-0.4442	-0.9471	5.3931	-8.3837	-0.7080	1.9181	0.5469	2346123.0469	-0.8364	-1.1352	0.0183	0.3458	9.4759	-2.1081	0.3080	-0.7893	-0.2419	0.0000	0.0000
2347216.7969	3.1019	-1.8874	-0.3058	-1.2391	9.4141	2.3624	-0.4152	-0.6680	-0.5510	2348808.5937	0.4763	1.8498	-0.2827	0.2662	9.6486	0.9544	-0.2788	-0.6309	-0.4817	2348808.5937	0.1069	0.0606	-0.0157	1.7689	5.1242	-8.0449	-0.5211	-0.1146	0.4956	2348291.0156	2.0970	-0.6269	-0.2847	0.5787	9.4499	2.8539	0.2196	-0.7202	0.0187	2348808.5937	3509014445.3433	3509012096.5347	-0.4268	1.0130	-0.0205	0.6369	9.5255	1.8838	0.3959	-0.6511	0.2042	2348808.5937	-0.2542	0.0994	-0.4442	-0.8691	5.2375	-8.4617	-0.7180	1.9097	0.5563	2346132.8125	-0.8364	-1.1352	0.0183	0.4247	9.4752	-2.1859	0.2987	-0.8046	-0.2373	0.0000	0.0000
2347226.5625	3.1019	-1.8874	-0.3058	-1.0798	9.4141	2.3608	-0.4019	-0.6505	-0.5293	2348818.3594	0.4763	1.8498	-0.2827	0.2662	9.8031	0.7941	-0.2827	-0.6543	-0.5011	2348818.3594	-0.0932	-0.1313	-0.2893	1.8467	5.2803	-8.1241	-0.5252	-0.1313	0.5242	2348300.7812	1.6685	0.5832	-0.6589	0.5780	9.2971	2.7782	0.2392	-0.7469	0.0445	2348818.3594	3509014445.3531	3509012096.5347	-0.4268	1.0130	-0.0205	0.6369	9.6802	1.8032	0.4000	-0.6191	0.1895	2348818.3594	-0.0504	0.2711	-0.3618	-0.8691	5.2375	-8.4617	-0.7100	1.9286	0.5822	2346142.5781	-0.8364	-1.1352	0.0183	0.3450	9.5516	-2.1866	0.3043	-0.7950	-0.2373	0.0000	0.0000
2347236.3281	2.9697	-1.1497	-1.1251	-1.3985	9.4141	2.3640	-0.4076	-0.6835	-0.5553	2348828.1250	0.4763	1.8498	-0.2827	0.2662	9.7258	0.8743	-0.2769	-0.6543	-0.4860	2348828.1250	-0.0932	-0.1313	-0.2893	1.7689	5.1250	-7.9681	-0.5050	-0.1229	0.5154	2348310.5469	1.6685	0.5832	-0.6589	0.5779	9.4499	2.7767	0.2510	-0.7181	0.0164	2348828.1250	3509014445.3628	3509012096.5347	-0.4268	1.0130	-0.0205	0.5587	9.6795	1.7242	0.4000	-0.6532	0.2147	2348828.1250	-0.0504	0.2711	-0.3618	-0.7887	5.3176	-8.3058	-0.7100	1.9097	0.5469	2346152.3437	-0.3670	-1.7860	-0.1975	0.3466	9.4003	-2.0296	0.2857	-0.7759	-0.2396	0.0000	0.0000
2347246.0937	2.9697	-1.1497	-1.1251	-1.1587	9.5668	2.4353	-0.4152	-0.6874	-0.5445	2348837.8906	0.2105	1.7844	-0.4868	0.2662	9.8031	0.7941	-0.2750	-0.6660	-0.4774	2348837.8906	-0.0932	-0.1313	-0.2893	1.8467	5.1242	-8.0457	-0.5191	-0.1333	0.5066	2348320.3125	1.6685	0.5832	-0.6589	0.5006	9.4499	2.7775	0.2510	-0.7181	0.0164	2348837.8906	3509014445.3726	3509012096.5347	-0.0002	0.7795	-0.0228	0.5587	9.6025	1.8040	0.3939	-0.6660	0.2105	2348837.8906	-0.0504	0.2711	-0.3618	-0.8683	5.3931	-8.3853	-0.7100	1.9097	0.5469	2346162.1094	-0.3670	-1.7860	-0.1975	0.3458	9.5524	-2.1089	0.3080	-0.7739	-0.2281	0.0000	0.0000
